Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
N6833522C0620,2022-08-04 00:00:00,"INDUSTRIES FOR THE BLIND AND VISUALLY IMPAIRED, INC.",306510.25,COPARS ORDER,139,-974,Ended,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5995 CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",335931 CURRENT-CARRYING WIRING DEVICE MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2022-08-04 00:00:00,2022-12-21 00:00:00,2022-08-04,CONT_AWD_N6833522C0620_9700_-NONE-_-NONE-,2022-08-04 00:00:00,N68335
N6833522C0681,2022-09-23 00:00:00,"INDUSTRIES FOR THE BLIND AND VISUALLY IMPAIRED, INC.",185570.94,COPARS ORDER,375,-688,Ended,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"3110 BEARINGS, ANTIFRICTION, UNMOUNTED",332991 BALL AND ROLLER BEARING MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2022-09-23 00:00:00,2023-10-03 00:00:00,2024-03-26,CONT_AWD_N6833522C0681_9700_-NONE-_-NONE-,2022-09-23 00:00:00,N68335
N6833522C0684,2022-09-28 00:00:00,"SUPPLYNET, INC.",462015.76,468 INTERFACE CABLES,83,-975,Ended,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5995 CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",334419 OTHER ELECTRONIC COMPONENT MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2022-09-28 00:00:00,2022-12-20 00:00:00,2023-10-12,CONT_AWD_N6833522C0684_9700_-NONE-_-NONE-,2022-09-28 00:00:00,N68335
N6833522F0025,2021-12-06 00:00:00,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",109979.2,DDG FLEX DRIVER CONVERSIONS,90,-1264,Ended,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-12-06 00:00:00,2022-03-06 00:00:00,2022-02-15,CONT_AWD_N6833522F0025_9700_N6833517G0011_9700,2021-12-06 00:00:00,N68335
N6833522F0120,2022-01-20 00:00:00,CANADIAN COMMERCIAL CORPORATION,3291996.52,ASIST LONG LEAD ITEM KIT,1075,-234,Ended,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-01-20 00:00:00,2024-12-30 00:00:00,2024-04-16,CONT_AWD_N6833522F0120_9700_N6833520G3036_9700,2022-01-20 00:00:00,N68335
N6833522F0121,2021-12-23 00:00:00,CANADIAN COMMERCIAL CORPORATION,28856450.0,"RECOVERY ASSIST, SECURING AND TRAVERSING (RAST) SYSTEM DDG KITS",1886,554,>60,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-12-28 00:00:00,2027-02-26 00:00:00,2025-05-13,CONT_AWD_N6833522F0121_9700_N6833522D0005_9700,2021-12-23 00:00:00,N68335
N6833522F0124,2021-12-22 00:00:00,CHOCTAW DEFENSE MANUFACTURING LLC,2083260.0,MHU-230 TRAILER,679,-665,Ended,N6833521R0095,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-12-21 00:00:00,2023-10-31 00:00:00,2023-06-26,CONT_AWD_N6833522F0124_9700_N6833521D0053_9700,2021-12-22 00:00:00,N68335
N6833522F0140,2022-01-13 00:00:00,"HYDRAULICS INTERNATIONAL, INC.",7604082.2,MHU-83D/E PRODUCTION UNITS YEAR FOUR,716,-600,Ended,N6833518R0108,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-01-13 00:00:00,2023-12-30 00:00:00,2023-05-30,CONT_AWD_N6833522F0140_9700_N6833518D0009_9700,2022-01-13 00:00:00,N68335
N6833522F0165,2022-02-22 00:00:00,CALZONI S.R.L.,3216323.64,ASGSI PRODUCTION UNITS,463,-813,Ended,N6833516R0205,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-02-22 00:00:00,2023-05-31 00:00:00,2024-01-24,CONT_AWD_N6833522F0165_9700_N6833517D0024_9700,2022-02-22 00:00:00,N68335
N6833522F0175,2022-03-03 00:00:00,"FLEXDECKS, INC.",238433.0,YEAR 3: CONUS MAINTENANCE STAND - WEST,214,-1058,Ended,N6833519R0011,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333923 OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-03-03 00:00:00,2022-10-03 00:00:00,2022-03-30,CONT_AWD_N6833522F0175_9700_N6833519D0134_9700,2022-03-03 00:00:00,N68335
N6833522F0186,2022-02-28 00:00:00,PARTS LIFE INC,252010.58,"ADAPTER, TRAILER, MIDWING GB/ECU",367,-909,Ended,N6833519R0167,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-02-22 00:00:00,2023-02-24 00:00:00,2022-02-28,CONT_AWD_N6833522F0186_9700_N6833519D0256_9700,2022-02-28 00:00:00,N68335
N6833522F0192,2022-04-01 00:00:00,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",601931.64,FFG - 64 SHIP SET,365,-873,Ended,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-01 00:00:00,2023-04-01 00:00:00,2023-06-27,CONT_AWD_N6833522F0192_9700_N6833517G0011_9700,2022-04-01 00:00:00,N68335
N6833522F0245,2022-04-11 00:00:00,"HYDRAULICS INTERNATIONAL, INC.",178658.22,"HUB BUILD-UP, STAND",572,-660,Ended,N6833517R0230,SEALED BID,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-07 00:00:00,2023-10-31 00:00:00,2024-04-18,CONT_AWD_N6833522F0245_9700_N6833518D0070_9700,2022-04-11 00:00:00,N68335
N6833522F0259,2022-05-10 00:00:00,"CUDA II, INC",141246.0,ADAPTER-MOUNTING FWD/AFT ENGINE HANDLING,185,-1014,Ended,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-05-10 00:00:00,2022-11-11 00:00:00,2024-10-10,CONT_AWD_N6833522F0259_9700_N6833520D0004_9700,2022-05-10 00:00:00,N68335
N6833522F0269,2022-04-14 00:00:00,PCI AVIATION LLC,430393.2,HOIST SWIVEL ADAPTERS YEAR ONE (1) QTY 60,169,-1056,Ended,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-14 00:00:00,2022-09-30 00:00:00,2022-10-07,CONT_AWD_N6833522F0269_9700_N6833522D0018_9700,2022-04-14 00:00:00,N68335
N6833522F0271,2022-04-20 00:00:00,"HYDRAULICS INTERNATIONAL, INC.",194991.06,REMOTE CONTROL DEVICE NRE,528,-691,Ended,N6833515R0119,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-20 00:00:00,2023-09-30 00:00:00,2022-05-03,CONT_AWD_N6833522F0271_9700_N6833518D0011_9700,2022-04-20 00:00:00,N68335
N6833522F0282,2022-06-13 00:00:00,TEYA ENTERPRISES LLC,2009977.26,FUNDING FOR CLIN 0001,969,-199,Ended,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,334111 ELECTRONIC COMPUTER MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-06-10 00:00:00,2025-02-03 00:00:00,2025-02-04,CONT_AWD_N6833522F0282_9700_N6833519G0049_9700,2022-06-13 00:00:00,N68335
N6833522F0340,2022-06-02 00:00:00,CALZONI S.R.L.,369120.62,ASGSI PRODUCTION SYSTEMS,401,-783,Ended,N6833516R0205,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-05-25 00:00:00,2023-06-30 00:00:00,2022-06-02,CONT_AWD_N6833522F0340_9700_N6833517D0024_9700,2022-06-02 00:00:00,N68335
N6833522F0392,2022-08-04 00:00:00,CANADIAN COMMERCIAL CORPORATION,4840606.0,FFG62 DUAL TRACK CONFIGURATION,1248,132,>60,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-08-01 00:00:00,2025-12-31 00:00:00,2025-03-27,CONT_AWD_N6833522F0392_9700_N6833520G3036_9700,2022-08-04 00:00:00,N68335
N6833522F0425,2022-07-12 00:00:00,"SUNBELT DESIGN & DEVELOPMENT, INC",218680.0,OY1 LOADING HOIST LEFT HAND,353,-788,Ended,N6833522R0016,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-07-12 00:00:00,2023-06-30 00:00:00,2025-04-26,CONT_AWD_N6833522F0425_9700_N6833522D0031_9700,2022-07-12 00:00:00,N68335
N6833522F0429,2022-07-19 00:00:00,"SUNBELT DESIGN & DEVELOPMENT, INC",144760.0,OY2 LOADING HOIST LEFT HAND,351,-783,Ended,N6833522R0016,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-07-14 00:00:00,2023-06-30 00:00:00,2023-05-04,CONT_AWD_N6833522F0429_9700_N6833522D0031_9700,2022-07-19 00:00:00,N68335
N6833522F0452,2022-08-04 00:00:00,"SUNBELT DESIGN & DEVELOPMENT, INC",104250.0,"STAND, HUB AND BLADE ASSEMBLY",514,-604,Ended,N6833519R0220,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336212 TRUCK TRAILER MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-08-04 00:00:00,2023-12-31 00:00:00,2023-11-03,CONT_AWD_N6833522F0452_9700_N6833520D0030_9700,2022-08-04 00:00:00,N68335
N6833522F0460,2022-08-04 00:00:00,DEVAL LIFE CYCLE SUPPORT LLC,740852.1,HLU-288/E HOISTING UNIT OY1,274,-839,Ended,N6833522R0026,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-08-04 00:00:00,2023-05-05 00:00:00,2023-01-27,CONT_AWD_N6833522F0460_9700_N6833522D0037_9700,2022-08-04 00:00:00,N68335
N6833522F0513,2022-09-19 00:00:00,ROLLS-ROYCE CORPORATION,288481.64,EQUIPMENT/SPECIAL TOOLING T-45,84,-983,Ended,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-19 00:00:00,2022-12-12 00:00:00,2024-03-26,CONT_AWD_N6833522F0513_9700_N6833522G0045_9700,2022-09-19 00:00:00,N68335
N6833522F0516,2022-09-22 00:00:00,"AEROSTAR TECHNICAL SOLUTIONS, LLC",3581868.52,PRICED DELIVERY ORDER.,364,-694,Ended,N6833518R0089,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAIR WARFARE CTR AIRCRAFT DIV,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"334511 SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-28 00:00:00,2023-09-27 00:00:00,2023-05-08,CONT_AWD_N6833522F0516_9700_N6833518D0046_9700,2022-09-22 00:00:00,N68335
N6833522F0520,2022-09-22 00:00:00,PARTS LIFE INC,363513.71,"0734 SLING ASSY, AIRCRAFT HOISTING 2184 SET, PROOF LOAD 2371 FIXTURE LOAD-ENGINE I/R ASSY 2491 TOW COLLAR, NOSE LANDING GEAR",830,-233,Ended,N6833519R0167,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-23 00:00:00,2024-12-31 00:00:00,2024-05-02,CONT_AWD_N6833522F0520_9700_N6833519D0256_9700,2022-09-22 00:00:00,N68335
N6833522F0547,2022-09-29 00:00:00,"SIERRA NEVADA COMPANY, LLC",11642377.0,DELIVERY ORDER FOR THE BASE YEAR TO SUPPOR THE BEACON REPLACEMENT (WOLF).,1189,132,>60,,ONLY ONE SOURCE,NOT COMPETED,1.0,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"334511 SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-29 00:00:00,2025-12-31 00:00:00,2025-03-13,CONT_AWD_N6833522F0547_9700_N6833519G0013_9700,2022-09-29 00:00:00,N68335
N6833522P0030,2021-11-18 00:00:00,"BONEAL, INCORPORATED",94069.42,AIRCRAFT LANDING JACK,214,-1163,Ended,N6833521Q0308,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,PURCHASE ORDER,2021-11-18 00:00:00,2022-06-20 00:00:00,2022-10-27,CONT_AWD_N6833522P0030_9700_-NONE-_-NONE-,2021-11-18 00:00:00,N68335
N6833522P0045,2021-11-10 00:00:00,"SHERWOOD AVIONICS AND ACCESSORIES, INC.",180765.0,"TOWBAR, AIRCRAFT",572,-819,Ended,N6833521Q0253,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,10,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336390 OTHER MOTOR VEHICLE PARTS MANUFACTURING,Department of Defense,Department of the Navy,PURCHASE ORDER,2021-11-04 00:00:00,2023-05-30 00:00:00,2022-11-14,CONT_AWD_N6833522P0045_9700_-NONE-_-NONE-,2021-11-10 00:00:00,N68335
