Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
N6833523F0140,2023-02-08 00:00:00,CHOCTAW DEFENSE MANUFACTURING LLC,2845332.0,MHU DELIVERY ORDER (3),418,-507,Ended,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-02-08 00:00:00,2024-04-01 00:00:00,2024-01-25,CONT_AWD_N6833523F0140_9700_N6833521D0053_9700,2023-02-08 00:00:00,N68335
N6833523F0179,2023-04-19 00:00:00,HUGHEY & PHILLIPS LLC,267761.72,EAF LIGHTING SYSTEMS DATA - YR 2,366,-494,Ended,N6833521R0135,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,6210 INDOOR AND OUTDOOR ELECTRIC LIGHTING FIXTURES,335129 OTHER LIGHTING EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-04-19 00:00:00,2024-04-19 00:00:00,2023-07-10,CONT_AWD_N6833523F0179_9700_N6833522D0011_9700,2023-04-19 00:00:00,N68335
N6833523F0309,2023-05-23 00:00:00,"INDUSTRIES FOR THE BLIND AND VISUALLY IMPAIRED, INC.",215898.01,COPARS ORDER 2306 IC2I,70,-756,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5995 CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",561990 ALL OTHER SUPPORT SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-05-23 00:00:00,2023-08-01 00:00:00,2023-12-08,CONT_AWD_N6833523F0309_9700_N6833523G0004_9700,2023-05-23 00:00:00,N68335
N6833523F0312,2023-05-16 00:00:00,CANADIAN COMMERCIAL CORPORATION,273028.0,HELIPORTER,276,-557,Ended,N6833523R0073,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2023-05-16 00:00:00,2024-02-16 00:00:00,2023-05-16,CONT_AWD_N6833523F0312_9700_N6833523D0028_9700,2023-05-16 00:00:00,N68335
N6833523F0326,2023-06-06 00:00:00,"INDUSTRIES FOR THE BLIND AND VISUALLY IMPAIRED, INC.",4229591.43,COPARS ORDER,291,-516,Ended,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5340 HARDWARE, COMMERCIAL",561990 ALL OTHER SUPPORT SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-06-06 00:00:00,2024-03-23 00:00:00,2025-03-25,CONT_AWD_N6833523F0326_9700_N6833523G0004_9700,2023-06-06 00:00:00,N68335
N6833523F0327,2023-08-08 00:00:00,CALZONI S.R.L.,1557878.55,ASGSI UNITS QTY 4,510,-234,Ended,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,811219 OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-08-08 00:00:00,2024-12-30 00:00:00,2024-09-19,CONT_AWD_N6833523F0327_9700_N6833521G0021_9700,2023-08-08 00:00:00,N68335
N6833523F0349,2023-09-26 00:00:00,TEYA ENTERPRISES LLC,4540120.26,MOLAS SHIPBOARD SYSTEMS,0,-224,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,334111 ELECTRONIC COMPUTER MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2025-01-14 00:00:00,2025-01-14 00:00:00,2023-09-26,CONT_AWD_N6833523F0349_9700_N6833519G0049_9700,2023-09-26 00:00:00,N68335
N6833523F0358,2023-07-06 00:00:00,CANADIAN COMMERCIAL CORPORATION,3201222.32,SCIB CNC MACHINE AND LATHE,725,-52,Ended,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-07-06 00:00:00,2025-06-30 00:00:00,2025-04-15,CONT_AWD_N6833523F0358_9700_N6833522D0005_9700,2023-07-06 00:00:00,N68335
N6833523F0384,2023-07-24 00:00:00,"DERCO AEROSPACE, INC.",1728013.37,"KIT, TOOL",809,41,30-44,N6833522Q0221,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-07-20 00:00:00,2025-10-06 00:00:00,2024-10-23,CONT_AWD_N6833523F0384_9700_SPE4A123G0021_9700,2023-07-24 00:00:00,N68335
N6833523F0414,2023-09-28 00:00:00,CANADIAN COMMERCIAL CORPORATION,3771015.25,SHIP MOTION DYNAMIC INTERFACE ANALYSIS,1300,601,>60,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-09-27 00:00:00,2027-04-19 00:00:00,2025-04-24,CONT_AWD_N6833523F0414_9700_N6833520G3036_9700,2023-09-28 00:00:00,N68335
N6833523F0463,2023-08-31 00:00:00,"SUNBELT DESIGN & DEVELOPMENT, INC",105950.0,"ADAPTER TRAILER, CONVERSION ACTUATOR (SERD 2771, P/N 901-220-939-103)",330,-391,Ended,N6833519R0220,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336212 TRUCK TRAILER MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-09-05 00:00:00,2024-07-31 00:00:00,2024-12-23,CONT_AWD_N6833523F0463_9700_N6833520D0030_9700,2023-08-31 00:00:00,N68335
N6833523F0498,2023-09-21 00:00:00,"AEROSTAR TECHNICAL SOLUTIONS, LLC",3660654.34,PRICED DELIVERY ORDER.,303,-395,Ended,N6833518R0089,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"334511 SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2023-09-28 00:00:00,2024-07-27 00:00:00,2024-08-14,CONT_AWD_N6833523F0498_9700_N6833518D0046_9700,2023-09-21 00:00:00,N68335
N6833523F0537,2023-09-27 00:00:00,GREENE MACHINE & MANUFACTURING INC,289510.0,MISCELLANEOUS SUPPLIES,60,-639,Ended,N6833523R0106,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-09-27 00:00:00,2023-11-26 00:00:00,2023-10-25,CONT_AWD_N6833523F0537_9700_N6833523D0040_9700,2023-09-27 00:00:00,N68335
N6833523P0031,2022-10-27 00:00:00,AVIOSS LLC,195233.7,HYDRAULIC SERVICING UNIT,119,-915,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332216 SAW BLADE AND HANDTOOL MANUFACTURING,Department of Defense,Department of the Navy,PURCHASE ORDER,2022-10-27 00:00:00,2023-02-23 00:00:00,2024-07-23,CONT_AWD_N6833523P0031_9700_-NONE-_-NONE-,2022-10-27 00:00:00,N68335
N6833523P0115,2023-02-06 00:00:00,"MCT INDUSTRIES, INC.",150947.68,AIRCRAFT ENGINE TRAILER,238,-694,Ended,N6833523R0078,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,PURCHASE ORDER,2023-02-06 00:00:00,2023-10-02 00:00:00,2023-09-18,CONT_AWD_N6833523P0115_9700_-NONE-_-NONE-,2023-02-06 00:00:00,N68335
N6833523P0168,2023-04-06 00:00:00,HABCO INDUSTRIES LLC,216425.0,"SET, AIR TRANSPORT, MH-60R",286,-579,Ended,N6833523Q0016,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,334515 INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,Department of Defense,Department of the Navy,PURCHASE ORDER,2023-04-14 00:00:00,2024-01-25 00:00:00,2024-01-25,CONT_AWD_N6833523P0168_9700_-NONE-_-NONE-,2023-04-06 00:00:00,N68335
N6833523P0255,2023-07-13 00:00:00,RHINESTAHL CORPORATION,115410.0,GAGE FAN DISK DOVETAIL SLOTS,244,-531,Ended,N6833523Q0201,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Navy,PURCHASE ORDER,2023-07-13 00:00:00,2024-03-13 00:00:00,2023-10-31,CONT_AWD_N6833523P0255_9700_-NONE-_-NONE-,2023-07-13 00:00:00,N68335
